#chrom	start	end	tmp/bam/control.bam_cov	tmp/bam/deleted.bam_cov	tmp/bam/inverted.bam_cov	tmp/bam/control.bam_count	tmp/bam/deleted.bam_count	tmp/bam/inverted.bam_count
chr01	19890000	19900000	142329	144591	136867	965	977	936
chr01	19900000	19910000	144433	156282	152800	975	1058	1033
chr01	19910000	19920000	153767	151614	143515	1042	1025	969
chr01	19920000	19930000	145212	162621	148892	988	1097	1011
chr01	19930000	19940000	144775	154413	151147	981	1042	1026
chr01	19940000	19950000	151337	157799	156075	1026	1070	1062
chr01	19950000	19960000	149363	145893	144243	1011	991	979
chr01	19960000	19970000	139638	143595	170951	945	971	1160
chr01	19970000	19980000	142945	152849	137777	967	1035	934
chr01	19980000	19990000	129762	159931	140565	875	1082	948
chr01	19990000	20000000	147508	150186	143457	994	1018	970
chr01	20000000	20010000	142614	151127	155126	969	1026	1053
chr01	20010000	20020000	140311	159315	148807	949	1072	1012
chr01	20020000	20030000	148289	144878	142119	999	978	963
chr01	20030000	20040000	156131	147895	149220	1054	1000	1011
chr01	20040000	20050000	150503	163292	142726	1018	1105	966
chr01	20050000	20060000	155182	148852	134606	1049	1007	907
chr01	20060000	20070000	145097	151531	150172	986	1031	1014
chr01	20070000	20080000	140821	153788	146426	953	1042	990
chr01	20080000	20090000	160340	139803	139344	1088	947	945
chr01	20090000	20100000	164067	156801	142217	1104	1056	959
chr01	20100000	20110000	141964	147868	146180	960	994	988
chr01	20110000	20120000	155516	156320	148293	1051	1056	1001
chr01	20120000	20130000	146017	150524	148664	988	1020	1007
chr01	20130000	20140000	153777	155433	149258	1042	1051	1009
chr01	20140000	20150000	162233	157264	144102	1098	1064	975
chr01	20150000	20160000	149311	158880	149815	1010	1071	1013
chr01	20160000	20170000	139459	141211	150007	952	957	1017
chr01	20170000	20180000	156675	153015	152526	1064	1036	1033
chr01	20180000	20190000	150964	138654	151681	1023	943	1031
chr01	20190000	20200000	155007	152900	147648	1050	1037	1001
chr01	20200000	20210000	156831	153084	140230	1068	1035	952
chr01	20210000	20220000	152912	141344	147320	1039	954	997
chr01	20220000	20230000	145258	158546	145305	987	1072	984
chr01	20230000	20240000	147541	156156	157879	1004	1059	1065
chr01	20240000	20250000	140329	155422	147446	952	1048	994
chr01	20250000	20260000	157808	141289	149173	1065	949	1009
chr01	20260000	20270000	149715	140757	139389	1013	950	946
chr01	20270000	20280000	149374	150639	142591	1010	1019	962
chr01	20280000	20290000	146185	148645	146456	992	1009	986
chr01	20290000	20300000	147700	155122	152468	1005	1051	1026
chr01	20300000	20310000	156492	160540	157480	1059	1082	1061
chr01	20310000	20320000	143854	150402	147150	975	1020	999
chr01	20320000	20330000	136883	159960	149206	929	1085	1009
chr01	20330000	20340000	136449	139831	141246	923	946	952
chr01	20340000	20350000	146905	148935	155741	990	1010	1051
chr01	20350000	20360000	145111	160251	153872	983	1082	1039
chr01	20360000	20370000	143518	162357	150413	970	1097	1015
chr01	20370000	20380000	150995	155019	142687	1020	1048	965
chr01	20380000	20390000	151323	156704	143367	1022	1062	973
chr01	20390000	20400000	142894	157185	143118	966	1061	971
chr01	20400000	20410000	148496	146770	152547	1000	997	1028
chr01	20410000	20420000	158407	157536	156133	1069	1068	1055
chr01	20420000	20430000	156074	159983	141421	1056	1081	962
chr01	20430000	20440000	142913	159383	142432	968	1074	971
chr01	20440000	20450000	140152	144487	144861	945	978	983
chr01	20450000	20460000	143352	146360	138730	966	989	937
chr01	20460000	20470000	142363	151170	141268	961	1021	953
chr01	20470000	20480000	151586	144994	153579	1029	984	1042
chr01	20480000	20490000	158886	156627	142279	1079	1060	965
chr01	20490000	20500000	154683	157305	146720	1043	1059	991
chr01	20500000	20510000	141507	147590	151898	955	998	1025
chr01	20510000	20520000	158318	142196	143896	1071	960	973
chr01	20520000	20530000	150554	152732	150591	1015	1035	1016
chr01	20530000	20540000	151554	148594	150040	1022	1007	1011
chr01	20540000	20550000	152636	148100	154669	1029	1005	1043
chr01	20550000	20560000	147675	166732	157854	999	1125	1061
chr01	20560000	20570000	163998	144467	151236	1108	977	1019
chr01	20570000	20580000	150009	143874	143964	1021	976	970
chr01	20580000	20590000	139583	159962	147654	948	1085	998
chr01	20590000	20600000	149394	160214	144623	1012	1087	980
chr01	20600000	20610000	141083	142308	141154	955	961	959
chr01	20610000	20620000	150491	154628	141028	1023	1043	956
chr01	20620000	20630000	150514	152936	144496	1017	1033	983
chr01	20630000	20640000	143421	152925	154339	976	1033	1046
chr01	20640000	20650000	146658	159636	156472	993	1080	1057
chr01	20650000	20660000	142551	143780	160619	963	975	1085
chr01	20660000	20670000	140765	142469	150951	956	970	1024
chr01	20670000	20680000	142069	159772	147750	966	1080	1000
chr01	20680000	20690000	144656	154553	138610	977	1042	938
chr01	20690000	20700000	133849	145933	144436	906	983	979
chr01	20700000	20710000	149623	146290	141855	1010	988	964
chr01	20710000	20720000	148066	157819	146443	1004	1068	989
chr01	20720000	20730000	148920	148120	155116	1010	1005	1049
chr01	20730000	20740000	150591	148901	147028	1022	1007	996
chr01	20740000	20750000	145618	151846	136024	987	1030	917
chr01	20750000	20760000	151788	161294	152107	1023	1097	1031
chr01	20760000	20770000	138376	159466	135933	939	1080	919
chr01	20770000	20780000	144835	151340	144200	977	1024	975
chr01	20780000	20790000	148361	164674	146355	1005	1108	991
chr01	20790000	20800000	140202	161139	143745	948	1087	973
chr01	20800000	20810000	146960	149063	144630	996	1009	981
chr01	20810000	20820000	149064	163671	143054	1005	1105	966
chr01	20820000	20830000	152293	155298	144854	1030	1053	984
chr01	20830000	20840000	143754	157849	154780	976	1069	1047
chr01	20840000	20850000	136268	164325	159384	923	1110	1077
chr01	20850000	20860000	130536	154383	150429	887	1041	1019
chr01	20860000	20870000	150813	152227	156222	1020	1032	1058
chr01	20870000	20880000	145911	159282	158947	984	1084	1074
chr01	20880000	20890000	141101	136727	143313	956	930	966
chr01	20890000	20900000	138665	161515	151712	942	1095	1027
chr01	20900000	20910000	142345	154882	146176	967	1046	989
chr01	20910000	20920000	147532	137640	152194	996	934	1030
chr01	20920000	20930000	140894	140727	157458	956	954	1067
chr01	20930000	20940000	150659	150790	138391	1020	1023	937
chr01	20940000	20950000	145619	147736	140076	989	1002	948
chr01	20950000	20960000	152970	147869	143990	1042	1001	982
chr01	20960000	20970000	146377	154178	154346	989	1044	1049
chr01	20970000	20980000	154783	152946	147172	1042	1044	997
chr01	20980000	20990000	139818	156886	136924	943	1061	925
chr01	20990000	21000000	147774	140011	146157	1000	942	983
chr01	21000000	21010000	146509	148464	153331	995	1000	1034
chr01	21010000	21020000	146498	142947	149553	993	965	1017
chr01	21020000	21030000	140317	148132	137029	949	1008	928
chr01	21030000	21040000	147458	143883	153621	997	979	1039
chr01	21040000	21050000	158723	150335	144151	1075	1013	979
chr01	21050000	21060000	145463	148704	155458	980	1006	1052
chr01	21060000	21070000	167331	156574	158820	1127	1064	1077
chr01	21070000	21080000	142610	148236	135566	969	1005	918
chr01	21080000	21090000	148280	164877	142111	1008	1118	963
chr01	21090000	21100000	149774	154136	136425	1012	1045	927
chr01	21100000	21110000	142433	155172	146554	963	1051	994
chr01	21110000	21120000	151908	151562	152431	1023	1026	1034
chr01	21120000	21130000	144944	149480	143038	978	1014	969
chr01	21130000	21140000	145227	154980	159011	980	1050	1077
chr01	21140000	21150000	148087	151894	149493	1013	1032	1014
chr01	21150000	21160000	156441	156409	140154	1061	1059	948
chr01	21160000	21170000	150722	152936	156640	1018	1035	1062
chr01	21170000	21180000	149975	149425	148069	1016	1013	999
chr01	21180000	21190000	139905	146427	134288	953	989	911
chr01	21190000	21200000	158694	152683	157005	1070	1034	1061
chr01	21200000	21210000	145163	154496	136830	982	1043	933
chr01	21210000	21220000	148211	155286	134927	1005	1049	917
chr01	21220000	21230000	160893	154037	151342	1090	1041	1025
chr01	21230000	21240000	158546	152241	149245	1073	1033	1008
chr01	21240000	21250000	145107	155769	144324	978	1054	977
chr01	21250000	21260000	149161	162275	143342	1005	1095	969
chr01	21260000	21270000	146091	162147	141785	991	1094	959
chr01	21270000	21280000	155108	148186	142065	1047	1004	957
chr01	21280000	21290000	137823	149847	143597	929	1015	974
chr01	21290000	21300000	136362	149713	161538	925	1010	1088
chr01	21300000	21310000	142933	156911	140152	967	1062	950
chr01	21310000	21320000	151910	159487	142482	1034	1082	966
chr01	21320000	21330000	146521	155560	152982	997	1053	1032
chr01	21330000	21340000	151080	149449	151422	1017	1012	1026
chr01	21340000	21350000	150105	150634	133132	1010	1022	902
chr01	21350000	21360000	145527	159196	154357	982	1078	1044
chr01	21360000	21370000	139018	149368	137659	939	1015	932
chr01	21370000	21380000	144462	159577	137676	978	1084	931
chr01	21380000	21390000	146327	145485	149016	993	989	1004
chr01	21390000	21400000	145759	147357	150951	992	1000	1024
chr01	21400000	21410000	146642	159666	152895	996	1083	1036
chr01	21410000	21420000	147296	149561	150602	998	1016	1020
chr01	21420000	21430000	146332	158088	145946	992	1068	986
chr01	21430000	21440000	150601	153626	140686	1021	1040	955
chr01	21440000	21450000	150000	151727	146332	1010	1028	988
chr01	21450000	21460000	145930	144020	134955	990	978	910
chr01	21460000	21470000	146361	155724	150518	990	1052	1023
chr01	21470000	21480000	150089	161419	148594	1013	1093	1012
chr01	21480000	21490000	155673	155542	142801	1051	1054	970
chr01	21490000	21500000	149280	153502	149552	1006	1034	1019
chr01	21500000	21510000	142332	146117	154609	962	989	1047
chr01	21510000	21520000	142257	144093	164260	961	980	1114
chr01	21520000	21530000	143556	148622	146367	975	1011	992
chr01	21530000	21540000	146253	153232	137613	990	1034	929
chr01	21540000	21550000	138973	148090	144127	944	1003	974
chr01	21550000	21560000	152059	159422	146899	1029	1079	990
chr01	21560000	21570000	138511	151880	151164	939	1026	1017
chr01	21570000	21580000	150822	142386	147192	1020	968	995
chr01	21580000	21590000	140144	152814	141054	946	1035	958
chr01	21590000	21600000	148740	163751	137897	1010	1108	930
chr01	21600000	21610000	159809	162904	155546	1080	1103	1049
chr01	21610000	21620000	148750	151547	150116	1005	1028	1015
chr01	21620000	21630000	151924	152743	147049	1025	1033	1001
chr01	21630000	21640000	156825	144290	138352	1057	978	939
chr01	21640000	21650000	147257	154715	138529	994	1047	939
chr01	21650000	21660000	150203	156602	150840	1013	1059	1019
chr01	21660000	21670000	143377	152544	155118	973	1035	1047
chr01	21670000	21680000	136134	163324	139129	922	1101	944
chr01	21680000	21690000	143335	148056	145100	972	1000	978
chr01	21690000	21700000	154155	152158	141485	1041	1027	953
chr01	21700000	21710000	136832	147710	155638	927	998	1056
chr01	21710000	21720000	142678	160342	156695	967	1086	1061
chr01	21720000	21730000	146512	149806	148006	994	1011	1003
chr01	21730000	21740000	148947	150169	139313	1009	1016	938
chr01	21740000	21750000	150736	145123	156838	1015	982	1060
chr01	21750000	21760000	139197	145401	152050	945	979	1029
chr01	21760000	21770000	143987	164220	152330	974	1111	1029
chr01	21770000	21780000	139664	142248	149127	947	965	1014
chr01	21780000	21790000	139674	144567	154404	952	981	1049
chr01	21790000	21800000	142238	153502	149128	966	1040	1014
chr01	21800000	21810000	142422	149528	135226	968	1011	915
chr01	21810000	21820000	140902	146165	148880	954	990	1011
chr01	21820000	21830000	147831	160286	142520	1000	1078	964
chr01	21830000	21840000	148185	158215	149982	1001	1065	1015
chr01	21840000	21850000	138215	166547	138286	933	1122	936
chr01	21850000	21860000	144040	147426	147016	976	995	995
chr01	21860000	21870000	140216	146522	146685	952	991	993
chr01	21870000	21880000	142474	155737	156201	965	1056	1059
chr01	21880000	21890000	144714	152127	157124	981	1034	1058
chr01	21890000	21900000	147907	152361	143459	1007	1027	971
chr01	21900000	21910000	138218	150536	154889	941	1013	1053
chr01	21910000	21920000	150104	147869	152723	1018	1003	1035
chr01	21920000	21930000	137077	172774	150222	930	1167	1013
chr01	21930000	21940000	137660	154427	149403	928	1040	1013
chr01	21940000	21950000	144956	146486	149862	984	991	1013
chr01	21950000	21960000	150396	140276	141189	1027	960	960
chr01	21960000	21970000	150574	152637	151154	1019	1033	1024
chr01	21970000	21980000	148997	152317	150023	1007	1032	1014
chr01	21980000	21990000	150050	149951	146759	1016	1013	997
chr01	21990000	22000000	145906	141910	146635	990	965	990
chr01	22000000	22010000	155697	156798	153252	1053	1057	1033
chr01	22010000	22020000	146409	152067	148079	997	1026	1003
chr01	22020000	22030000	148638	145444	142326	1009	981	966
chr01	22030000	22040000	153942	161740	143322	1045	1092	967
chr01	22040000	22050000	144138	145484	158029	970	985	1066
chr01	22050000	22060000	149461	156926	145968	1012	1064	987
chr01	22060000	22070000	158662	146827	143056	1072	998	969
chr01	22070000	22080000	159507	150225	139466	1075	1017	946
chr01	22080000	22090000	142332	142025	158301	967	960	1071
chr01	22090000	22100000	151463	153978	139305	1024	1038	941
chr01	22100000	22110000	139734	148072	135212	951	996	908
chr01	22110000	22120000	145452	153032	151602	983	1030	1023
chr01	22120000	22130000	148750	170632	139237	1007	1151	938
chr01	22130000	22140000	147185	154430	141753	993	1041	959
chr01	22140000	22150000	149447	152135	144394	1012	1026	980
chr01	22150000	22160000	156929	162066	143745	1057	1100	972
chr01	22160000	22170000	151293	156817	152476	1019	1056	1032
chr01	22170000	22180000	149334	152660	146746	1005	1034	996
chr01	22180000	22190000	139809	159128	144203	947	1082	979
chr01	22190000	22200000	152272	147724	153382	1028	998	1035
chr01	22200000	22210000	147034	146416	149974	992	983	1016
chr01	22210000	22220000	137553	148003	150307	928	999	1021
chr01	22220000	22230000	145473	160119	156047	984	1083	1059
chr01	22230000	22240000	142345	150403	152341	963	1016	1029
chr01	22240000	22250000	148418	155129	143434	1003	1049	969
chr01	22250000	22260000	146889	169638	151196	993	1144	1016
chr01	22260000	22270000	148981	145729	139852	1008	988	942
chr01	22270000	22280000	143476	144710	136025	977	988	917
chr01	22280000	22290000	147172	155803	146651	996	1056	998
chr01	22290000	22300000	138557	157515	149846	938	1064	1024
chr01	22300000	22310000	145727	148041	150826	984	1004	1020
chr01	22310000	22320000	154636	144819	144346	1043	981	978
chr01	22320000	22330000	155112	148547	149509	1051	1003	1012
chr01	22330000	22340000	151339	155694	151584	1025	1054	1024
chr01	22340000	22350000	148981	153234	156763	1008	1041	1062
chr01	22350000	22360000	142306	153619	156900	965	1042	1059
chr01	22360000	22370000	138286	150247	137850	940	1020	934
chr01	22370000	22380000	152657	142236	141506	1031	965	960
chr01	22380000	22390000	139713	154088	143686	943	1048	973
chr01	22390000	22400000	153050	157018	150867	1036	1063	1026
chr01	22400000	22410000	153287	141456	151706	1043	955	1025
chr01	22410000	22420000	148391	138468	148671	1004	935	1001
chr01	22420000	22430000	150792	142787	157453	1022	967	1062
chr01	22430000	22440000	141635	154667	143461	958	1048	969
chr01	22440000	22450000	146695	151523	154812	991	1020	1047
chr01	22450000	22460000	144066	152404	149313	978	1027	1008
chr01	22460000	22470000	149031	145985	149410	1004	986	1015
chr01	22470000	22480000	141842	163910	145412	956	1108	979
chr01	22480000	22490000	149107	156943	138710	1009	1061	939
chr01	22490000	22500000	145148	151435	152135	983	1024	1029
chr01	22500000	22510000	150587	139039	151650	1019	941	1023
chr01	22510000	22520000	141982	147556	151386	963	996	1030
chr01	22520000	22530000	132927	157214	156089	904	1062	1061
chr01	22530000	22540000	154004	152722	153945	1039	1036	1040
chr01	22540000	22550000	144930	149971	146338	979	1014	987
chr01	22550000	22560000	142097	150226	146954	961	1021	996
chr01	22560000	22570000	151007	162447	143527	1022	1107	973
chr01	22570000	22580000	136771	147456	149804	929	994	1010
chr01	22580000	22590000	167808	155548	147244	1140	1046	998
chr01	22590000	22600000	143288	141047	153122	972	953	1041
chr01	22600000	22610000	160212	150241	140205	1083	1020	951
chr01	22610000	22620000	146991	151494	167319	991	1026	1134
chr01	22620000	22630000	148764	145516	133400	1004	987	899
chr01	22630000	22640000	149865	152678	162546	1018	1033	1099
chr01	22640000	22650000	151306	159271	144440	1026	1078	981
chr01	22650000	22660000	151355	152187	147711	1025	1035	1001
chr01	22660000	22670000	156718	144056	144524	1059	976	983
chr01	22670000	22680000	153822	158584	148868	1039	1076	1007
chr01	22680000	22690000	147158	164018	145696	996	1107	989
chr01	22690000	22700000	135710	144797	142765	922	981	964
chr01	22700000	22710000	156071	151873	151598	1054	1034	1025
chr01	22710000	22720000	147935	156314	136391	999	1059	922
chr01	22720000	22730000	146357	152366	154361	991	1032	1042
chr01	22730000	22740000	152815	148723	142069	1032	1008	969
chr01	22740000	22750000	153668	138745	160458	1038	946	1086
chr01	22750000	22760000	153058	148277	151919	1038	1005	1030
chr01	22760000	22770000	132652	153836	148901	896	1043	1008
chr01	22770000	22780000	164066	157551	146069	1110	1067	986
chr01	22780000	22790000	142737	157231	136723	968	1063	926
chr01	22790000	22800000	152507	159883	145152	1030	1086	985
chr01	22800000	22810000	151881	146299	155245	1025	997	1049
chr01	22810000	22820000	151732	150167	149183	1026	1015	1011
chr01	22820000	22830000	151905	145770	144179	1027	986	978
chr01	22830000	22840000	142896	157156	145764	970	1060	986
chr01	22840000	22850000	150367	162178	140142	1019	1101	951
chr01	22850000	22860000	137902	162259	154844	937	1099	1048
chr01	22860000	22870000	145504	144164	153533	982	977	1041
chr01	22870000	22880000	150273	159405	156000	1015	1085	1058
chr01	22880000	22890000	145718	147158	159147	984	991	1078
chr01	22890000	22900000	139365	137427	147601	938	932	1002
chr01	22900000	22910000	148412	151725	143452	999	1031	968
chr01	22910000	22920000	141122	143470	147286	957	969	997
chr01	22920000	22930000	152623	136682	152130	1032	926	1034
chr01	22930000	22940000	155915	147253	133468	1056	1001	902
chr01	22940000	22950000	153206	151193	151269	1036	1022	1024
chr01	22950000	22960000	145351	143446	145758	985	972	989
chr01	22960000	22970000	138898	150169	139556	939	1015	941
chr01	22970000	22980000	145359	160369	144131	982	1083	977
chr01	22980000	22990000	139217	148340	140256	943	1002	947
chr01	22990000	23000000	132063	152345	150315	900	1026	1017
chr01	23000000	23010000	149873	146076	144654	1015	989	984
chr01	23010000	23020000	154541	157160	149849	1043	1065	1014
chr01	23020000	23030000	154512	142304	139823	1052	963	946
chr01	23030000	23040000	145816	148647	152098	985	1003	1030
chr01	23040000	23050000	153856	157866	154811	1040	1065	1046
chr01	23050000	23060000	157054	145843	149125	1066	989	1011
chr01	23060000	23070000	142236	151605	141011	964	1024	957
chr01	23070000	23080000	141155	162946	145053	960	1098	980
chr01	23080000	23090000	137013	147851	155217	928	996	1049
chr01	23090000	23100000	147510	150795	149676	990	1020	1011
chr01	23100000	23110000	149404	155632	135130	1008	1053	911
chr01	23110000	23120000	169387	152734	154578	1144	1033	1044
chr01	23120000	23130000	144421	145575	146512	975	980	993
chr01	23130000	23140000	133058	148965	146423	898	1008	994
chr01	23140000	23150000	146022	139843	136436	988	946	926
chr01	23150000	23160000	151370	148961	149746	1021	1003	1019
chr01	23160000	23170000	142508	150443	154127	960	1018	1050
chr01	23170000	23180000	149515	153663	158305	1012	1042	1071
chr01	23180000	23190000	133322	154558	150266	902	1052	1011
chr01	23190000	23200000	134120	157807	141440	907	1070	955
chr01	23200000	23210000	146858	150191	150278	992	1015	1015
chr01	23210000	23220000	133469	156383	144606	906	1056	975
chr01	23220000	23230000	153357	141133	143372	1037	957	968
chr01	23230000	23240000	142993	156305	146423	970	1057	994
chr01	23240000	23250000	146323	149360	159318	989	1010	1086
chr01	23250000	23260000	136043	143187	145614	920	968	990
chr01	23260000	23270000	141678	156772	147520	959	1058	1002
chr01	23270000	23280000	145406	154420	155549	983	1043	1049
chr01	23280000	23290000	154659	143844	148878	1046	972	1008
chr01	23290000	23300000	145148	147406	143974	984	1000	974
chr01	23300000	23310000	151667	154860	136925	1024	1046	929
chr01	23310000	23320000	146415	136632	146194	992	925	991
chr01	23320000	23330000	142699	157859	136378	971	1069	922
chr01	23330000	23340000	146178	159932	152994	987	1086	1038
chr01	23340000	23350000	154047	155714	143790	1040	1052	974
chr01	23350000	23360000	153344	147617	140943	1038	997	955
chr01	23360000	23370000	149264	147947	143205	1012	998	971
chr01	23370000	23380000	155736	147862	147977	1054	999	1001
chr01	23380000	23390000	149280	156949	155837	1010	1061	1056
chr01	23390000	23400000	155986	139520	138917	1054	948	945
chr01	23400000	23410000	146899	164092	137689	998	1111	933
chr01	23410000	23420000	145381	144404	149852	979	983	1020
chr01	23420000	23430000	145236	146477	142415	985	993	966
chr01	23430000	23440000	143644	155221	151179	972	1052	1028
chr01	23440000	23450000	157587	157567	138719	1068	1067	934
chr01	23450000	23460000	144675	150281	148650	984	1016	1003
chr01	23460000	23470000	157544	162075	146812	1067	1095	992
chr01	23470000	23480000	151866	144687	145024	1028	977	981
chr01	23480000	23490000	151488	149523	140607	1030	1014	955
chr01	23490000	23500000	150438	151380	137043	1018	1022	932
chr01	23500000	23510000	141194	149257	151508	957	1011	1025
chr01	23510000	23520000	149504	155283	156007	1018	1049	1054
chr01	23520000	23530000	158940	153983	136120	1077	1039	927
chr01	23530000	23540000	137039	156646	139935	922	1059	948
chr01	23540000	23550000	145389	154075	154372	980	1043	1045
chr01	23550000	23560000	149258	156870	137035	1012	1058	927
chr01	23560000	23570000	137168	162696	143972	934	1097	977
chr01	23570000	23580000	149289	151227	144898	1009	1023	979
chr01	23580000	23590000	151619	141952	152800	1025	960	1037
chr01	23590000	23600000	142860	151170	148747	967	1015	1006
chr01	23600000	23610000	147039	133174	141539	993	899	957
chr01	23610000	23620000	138803	142968	141012	937	967	952
chr01	23620000	23630000	147464	161611	154106	998	1088	1042
chr01	23630000	23640000	156137	151867	151468	1056	1025	1026
chr01	23640000	23650000	148856	160345	156228	1010	1083	1060
chr01	23650000	23660000	147433	145383	156896	1000	982	1060
chr01	23660000	23670000	143535	144634	138947	979	977	946
chr01	23670000	23680000	141019	147345	140708	958	999	955
chr01	23680000	23690000	145282	157247	153301	984	1064	1037
chr01	23690000	23700000	145233	151750	138120	984	1028	934
chr01	23700000	23710000	150641	154745	144261	1019	1047	975
chr01	23710000	23720000	152715	158058	147949	1035	1071	997
chr01	23720000	23730000	151361	153884	139542	1023	1040	943
chr01	23730000	23740000	147837	156359	149789	997	1057	1012
chr01	23740000	23750000	165427	135841	139556	1120	925	946
chr01	23750000	23760000	157427	151149	153893	1067	1018	1041
chr01	23760000	23770000	142030	160601	155454	966	1082	1050
chr01	23770000	23780000	161788	140536	161195	1100	953	1091
chr01	23780000	23790000	157245	150047	153151	1067	1010	1035
chr01	23790000	23800000	153187	157892	141714	1042	1067	964
chr01	23800000	23810000	147931	149857	149736	1002	1014	1018
chr01	23810000	23820000	147187	159693	154995	991	1074	1046
chr01	23820000	23830000	144258	141827	152800	979	954	1034
chr01	23830000	23840000	156180	148237	147309	1056	1004	991
chr01	23840000	23850000	146139	158731	149833	984	1072	1014
chr01	23850000	23860000	143197	145513	138457	968	982	936
chr01	23860000	23870000	141188	150388	153627	955	1012	1040
chr01	23870000	23880000	145811	152424	149549	985	1031	1010
chr01	23880000	23890000	146409	155340	154349	988	1051	1046
chr01	23890000	23900000	143694	157331	163852	973	1068	1111
chr01	23900000	23910000	159437	144286	148117	1084	981	1002
chr01	23910000	23920000	138412	149605	151147	935	1016	1024
chr01	23920000	23930000	148952	150750	146222	1006	1022	991
chr01	23930000	23940000	145616	150016	141510	981	1012	960
chr01	23940000	23950000	149770	128091	155559	1012	866	1049
chr01	23950000	23960000	159771	157639	146841	1082	1062	993
chr01	23960000	23970000	145244	149665	148289	982	1020	1001
chr01	23970000	23980000	139209	153867	158014	943	1044	1070
chr01	23980000	23990000	139811	144968	152143	941	980	1028
chr01	23990000	24000000	155161	146618	144746	1054	992	978
chr01	24000000	24010000	148557	145197	148689	1011	984	1006
chr01	24010000	24020000	147810	141497	140744	996	961	950
chr01	24020000	24030000	148380	162338	140740	1007	1102	952
chr01	24030000	24040000	140064	148714	152420	949	1006	1034
chr01	24040000	24050000	153386	152949	155534	1035	1031	1057
chr01	24050000	24060000	152016	141773	154326	1028	961	1045
chr01	24060000	24070000	158642	147034	141886	1071	1003	963
chr01	24070000	24080000	150393	145311	149600	1016	979	1014
chr01	24080000	24090000	133087	146544	150505	901	987	1014
chr01	24090000	24100000	148060	161783	146797	997	1091	995
chr01	24100000	24110000	143609	154332	153436	971	1050	1039
chr01	24110000	24120000	138252	151621	148037	933	1029	1003
chr01	24120000	24130000	142582	149478	148919	964	1011	1010
chr01	24130000	24140000	141500	153770	139718	956	1036	953
chr01	24140000	24150000	138367	163996	160113	934	1113	1088
chr01	24150000	24160000	142975	134570	146244	971	907	988
chr01	24160000	24170000	145061	152238	141393	980	1027	958
chr01	24170000	24180000	145583	162106	144280	986	1096	977
chr01	24180000	24190000	148737	149497	148677	1008	1011	1004
chr01	24190000	24200000	151628	144667	146865	1026	976	996
chr01	24200000	24210000	142355	145178	142829	967	976	964
chr01	24210000	24220000	139697	146092	149340	951	985	1009
chr01	24220000	24230000	150314	150252	143463	1014	1015	967
chr01	24230000	24240000	157983	162795	164492	1068	1101	1109
chr01	24240000	24250000	139897	153474	140982	942	1039	951
chr01	24250000	24260000	139888	155182	141449	945	1051	956
chr01	24260000	24270000	142023	148121	139169	959	1005	944
chr01	24270000	24280000	147974	153922	147960	999	1044	1001
chr01	24280000	24290000	157151	143580	150549	1062	968	1024
chr01	24290000	24300000	136519	156892	142069	927	1055	964
chr01	24300000	24310000	148938	150819	148976	1009	1018	1009
chr01	24310000	24320000	147577	157504	140931	1001	1065	954
chr01	24320000	24330000	157362	155260	161862	1066	1048	1098
chr01	24330000	24340000	144801	154795	148315	982	1042	999
chr01	24340000	24350000	150292	145254	134182	1018	986	910
chr01	24350000	24360000	147818	150217	147129	1003	1015	993
chr01	24360000	24370000	141253	158948	150267	956	1077	1015
chr01	24370000	24380000	154776	149463	137877	1053	1014	930
chr01	24380000	24390000	146423	151864	151330	990	1026	1022
chr01	24390000	24400000	149051	157657	148978	1006	1065	1002
chr01	24400000	24410000	141785	163097	129359	954	1101	880
chr01	24410000	24420000	147777	140486	158146	995	952	1070
chr01	24420000	24430000	145808	153476	159343	984	1038	1076
chr01	24430000	24440000	145259	165772	143281	981	1126	973
chr01	24440000	24450000	142339	156953	141625	965	1056	966
chr01	24450000	24460000	150275	153987	152434	1018	1039	1038
chr01	24460000	24470000	150697	149533	138454	1020	1016	942
chr01	24470000	24480000	156493	155363	147528	1059	1051	999
chr01	24480000	24490000	150116	139041	137128	1017	941	926
chr01	24490000	24500000	143297	144216	143066	968	975	969
chr01	24500000	24510000	155171	174743	161410	1053	1183	1095
chr01	24510000	24520000	147417	156175	150612	1003	1064	1018
chr01	24520000	24530000	153849	156661	142711	1045	1058	966
chr01	24530000	24540000	139031	151245	139021	948	1020	943
chr01	24540000	24550000	154686	149739	149545	1046	1017	1013
chr01	24550000	24560000	144147	144080	142612	976	979	960
chr01	24560000	24570000	141124	134498	144540	957	913	979
chr01	24570000	24580000	142676	165188	150590	970	1117	1018
chr01	24580000	24590000	144803	152416	147534	982	1030	1001
chr01	24590000	24600000	137799	151068	145504	938	1023	986
chr01	24600000	24610000	136926	165587	144029	931	1118	976
chr01	24610000	24620000	145563	144490	159117	983	978	1078
chr01	24620000	24630000	146494	144028	155601	989	972	1056
chr01	24630000	24640000	146564	148867	151456	994	1007	1023
chr01	24640000	24650000	138884	154026	149932	937	1037	1021
chr01	24650000	24660000	146310	156055	157521	990	1059	1062
chr01	24660000	24670000	150378	166649	152313	1013	1128	1027
chr01	24670000	24680000	138397	149059	149666	934	1009	1011
chr01	24680000	24690000	160146	138566	146805	1084	940	995
chr01	24690000	24700000	147119	154575	151059	1000	1041	1019
chr01	24700000	24710000	143597	153575	140401	973	1046	947
chr01	24710000	24720000	130265	155654	148271	882	1055	1002
chr01	24720000	24730000	162052	147502	141169	1099	997	957
